Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Requests
"2026-05-13T09:33:42.386Z","","","Included","claude-opus-4-7-thinking-max","No","791490","499887","19954940","232369","21478686","1"
"2026-05-13T09:07:04.372Z","","","Included","claude-opus-4-7-thinking-max","No","188908","116397","3985676","63127","4354108","1"
"2026-05-13T07:35:20.459Z","","","Included","claude-opus-4-7-thinking-max","No","383324","102471","11142375","54169","11682339","1"
"2026-05-13T06:14:46.826Z","","","Included","claude-opus-4-7-thinking-max","No","219245","7","218528","832","438612","1"
"2026-05-13T06:03:58.539Z","","","Included","claude-opus-4-7-thinking-max","No","217002","1","0","1304","218307","1"
"2026-05-13T05:37:20.355Z","","","Included","claude-opus-4-7-thinking-max","No","50480","31","5667713","31633","5749857","1"
"2026-05-13T05:34:00.768Z","","","Included","claude-opus-4-7-thinking-max","No","162190","21","2358571","9819","2530601","1"
"2026-05-13T03:48:38.109Z","","","Included","claude-opus-4-7-thinking-max","No","641667","292069","43445788","220334","44599858","1"
"2026-05-13T03:41:39.186Z","","","Included","claude-opus-4-7-thinking-max","No","6220","6","1112018","5618","1123862","1"
"2026-05-13T02:50:48.133Z","","","Included","claude-opus-4-7-thinking-max","No","917963","254290","44230379","185411","45588043","1"
"2026-05-13T02:14:20.078Z","","","Included","claude-opus-4-7-thinking-max","No","624794","132576","12637416","88403","13483189","1"
"2026-05-13T02:03:11.612Z","","","Included","claude-opus-4-7-thinking-max","No","4108","2","451704","1187","457001","1"
"2026-05-13T01:45:27.420Z","","","Included","claude-opus-4-7-thinking-max","No","139148","22","3334913","84483","3558566","1"
"2026-05-13T01:42:25.617Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","74113","14","425122","2098","501347","-"
"2026-05-12T15:31:07.704Z","","","Included","claude-opus-4-7-thinking-max","No","59803","14954","3769248","30148","3874153","1"
"2026-05-12T14:55:25.886Z","","","Included","claude-opus-4-7-thinking-max","No","642646","177896","11316097","175517","12312156","1"
"2026-05-12T10:04:05.440Z","","","Included","claude-opus-4-7-thinking-max","No","1217","7","406591","515","408330","1"
"2026-05-12T09:15:15.045Z","","","Included","claude-opus-4-7-thinking-max","No","460456","149539","32573601","108704","33292300","1"
"2026-05-12T08:14:43.344Z","","","Included","claude-opus-4-7-thinking-max","No","626925","144681","22183361","124525","23079492","1"
"2026-05-12T07:18:06.618Z","","","Included","claude-opus-4-7-thinking-max","No","422338","162170","30300435","165440","31050383","1"
"2026-05-12T06:54:59.331Z","","","Included","claude-opus-4-7-thinking-max","No","525811","127240","4511657","33854","5198562","1"
"2026-05-12T06:42:04.874Z","","","Included","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-12T06:16:55.498Z","","","Included","claude-opus-4-7-thinking-max","No","492652","25","4345615","13479","4851771","1"
"2026-05-12T03:11:40.273Z","","","Included","claude-opus-4-7-thinking-max","No","991231","150237","26028347","139617","27309432","1"
"2026-05-12T02:52:58.828Z","","","Included","claude-opus-4-7-thinking-max","No","231310","37","7583006","19370","7833723","1"
"2026-05-12T01:56:05.382Z","","","Included","claude-opus-4-7-thinking-max","No","559411","17","2400397","13179","2973004","1"
"2026-05-12T01:23:21.032Z","","","Included","claude-opus-4-7-thinking-max","No","555196","99915","19953118","82847","20691076","1"
"2026-05-11T15:45:43.290Z","","","Included","gpt-5.5-extra-high-fast","No","0","76050","487424","16051","579525","4"
"2026-05-11T15:42:01.423Z","","","Included","claude-opus-4-7-thinking-xhigh","No","37887","8","63298","1070","102263","1"
"2026-05-11T03:56:31.740Z","","","Included","claude-opus-4-7-thinking-max","No","436690","85617","21316393","99197","21937897","1"
"2026-05-11T03:38:06.600Z","","","Included","claude-opus-4-7-thinking-max","No","281312","23","1450889","32837","1765061","1"
"2026-05-11T02:30:51.614Z","","","Included","claude-opus-4-7-thinking-max","No","1189435","306814","55646618","278674","57421541","1"
"2026-05-11T02:28:39.164Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T02:26:28.510Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T02:24:18.250Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T02:21:38.222Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","167","1","181601","150","181919","-"
"2026-05-11T02:19:23.323Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T02:17:16.009Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T02:14:42.342Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T02:12:21.657Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T02:10:02.609Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","","","","","","Free"
"2026-05-11T01:43:47.978Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","163123","45","4794041","67699","5024908","-"
"2026-05-10T12:27:00.553Z","","","Included","claude-opus-4-7-thinking-max","No","206505","1","14122","552","221180","1"
"2026-05-10T11:19:29.695Z","","","Included","claude-opus-4-7-thinking-max","No","402284","104548","14998968","117231","15623031","1"
"2026-05-10T11:17:38.320Z","","","Included","claude-opus-4-7-thinking-max","No","3816","8","606401","2173","612398","1"
"2026-05-10T11:17:15.747Z","","","Included","claude-opus-4-7-thinking-max","No","186583","1","14122","824","201530","1"
"2026-05-10T09:14:36.602Z","","","Included","claude-opus-4-7-thinking-max","No","996612","154189","29198504","202891","30552196","1"
"2026-05-10T08:37:25.205Z","","","Included","claude-opus-4-7-thinking-max","No","217989","12","2331365","9226","2558592","1"
"2026-05-10T07:10:57.716Z","","","Included","claude-opus-4-7-thinking-max","No","786933","47","7325751","43370","8156101","1"
"2026-05-10T06:54:01.137Z","","","Included","claude-opus-4-7-thinking-max","No","20018","8","934057","5785","959868","1"
"2026-05-10T04:36:44.687Z","","","Included","claude-opus-4-7-thinking-max","No","1423809","319474","53041848","296869","55082000","1"
"2026-05-10T04:01:08.501Z","","","Included","claude-opus-4-7-thinking-max","No","342849","160560","5923490","27539","6454438","1"
"2026-05-10T02:17:52.090Z","","","Included","claude-opus-4-7-thinking-max","No","1682069","174906","24501610","127425","26486010","1"
"2026-05-10T01:59:11.402Z","","","Included","claude-opus-4-7-thinking-max","No","128496","46","7330707","41551","7500800","1"
"2026-05-10T00:47:03.208Z","","","Included","claude-opus-4-7-thinking-max","No","1348090","546971","28049158","165882","30110101","1"
"2026-05-09T19:29:28.910Z","","","Included","claude-opus-4-7-thinking-xhigh","No","264643","12","2789718","11510","3065883","1"
"2026-05-09T17:42:11.408Z","","","Included","claude-opus-4-7-thinking-xhigh","No","238625","15","3167908","22764","3429312","1"
"2026-05-09T16:36:41.302Z","","","Included","claude-opus-4-7-thinking-xhigh","No","181027","195468","8258725","51659","8686879","1"
"2026-05-09T16:10:27.438Z","","","Included","claude-opus-4-7-thinking-xhigh","No","292671","22","4254194","10534","4557421","1"
"2026-05-09T14:23:23.131Z","","","Included","claude-opus-4-7-thinking-xhigh","No","701294","295362","44071572","205915","45274143","1"
"2026-05-09T13:44:11.777Z","","","Included","claude-opus-4-7-thinking-xhigh","No","224590","85","13857057","81491","14163223","1"
"2026-05-09T13:33:10.580Z","","","Included","claude-opus-4-7-thinking-xhigh","No","67111","13","339792","20931","427847","1"
"2026-05-09T10:03:47.672Z","","","Included","claude-opus-4-7-thinking-max","No","54923","27","5474593","30024","5559567","1"
"2026-05-09T08:56:13.148Z","","","Included","claude-opus-4-7-thinking-max","No","677921","254892","33737465","228968","34899246","1"
"2026-05-09T07:49:26.105Z","","","Included","claude-opus-4-7-thinking-max","No","227194","40","8094495","28392","8350121","1"
"2026-05-09T06:13:58.089Z","","","Included","claude-opus-4-7-thinking-max","No","944873","302666","24833013","303112","26383664","1"
"2026-05-08T10:15:47.686Z","","","Included","claude-opus-4-7-thinking-max","No","916","6","203389","798","205109","1"
"2026-05-08T10:11:42.333Z","","","Included","claude-opus-4-7-thinking-max","No","203389","14","1590006","7151","1800560","1"
"2026-05-08T09:29:56.588Z","","","Included","claude-opus-4-7-thinking-max","No","4081","7","492336","1479","497903","1"
"2026-05-08T09:27:35.163Z","","","Included","claude-opus-4-7-thinking-max","No","3413","3","730131","2389","735936","1"
"2026-05-08T09:27:32.484Z","","","Included","claude-opus-4-7-thinking-max","No","195804","170830","10947394","78169","11392197","1"
"2026-05-08T09:09:06.164Z","","","Included","claude-opus-4-7-thinking-max","No","75155","53","10858204","39159","10972571","1"
"2026-05-08T08:55:40.022Z","","","Included","claude-opus-4-7-thinking-max","No","251009","150360","24579417","88172","25068958","1"
"2026-05-08T08:45:10.729Z","","","Included","claude-opus-4-7-thinking-max","No","247571","172087","18306210","80223","18806091","1"
"2026-05-08T08:40:29.072Z","","","Included","claude-opus-4-7-thinking-xhigh","No","388642","117346","2568005","68204","3142197","1"
"2026-05-08T08:13:33.551Z","","","Included","claude-opus-4-7-thinking-max","No","170381","44","4831703","24252","5026380","1"
"2026-05-08T08:05:02.734Z","","","Included","claude-opus-4-7-thinking-max","No","704553","59247","29734645","109667","30608112","1"
"2026-05-08T07:43:50.208Z","","","Included","claude-opus-4-7-thinking-xhigh","No","36212","15","3273950","19225","3329402","1"
"2026-05-08T07:41:19.401Z","","","Included","claude-opus-4-7-thinking-xhigh","No","7089","4","782359","3005","792457","1"
"2026-05-08T07:19:33.347Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","3038","6","694217","3757","701018","-"
"2026-05-08T07:16:01.231Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","5106","5","546211","3618","554940","-"
"2026-05-08T06:47:52.497Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","No","253037","168443","16493737","80284","16995501","-"
"2026-05-08T06:41:26.914Z","","","Included","claude-opus-4-7-thinking-xhigh","No","664347","162683","18673362","167830","19668222","1"
"2026-05-08T06:33:30.220Z","","","Included","claude-opus-4-7-thinking-xhigh","No","256776","1","0","118","256895","1"
"2026-05-08T06:25:35.604Z","","","Included","claude-opus-4-7-thinking-xhigh","No","1620","6","187411","5954","194991","1"
"2026-05-08T06:25:28.267Z","","","Included","claude-opus-4-7-thinking-max","No","195854","164644","9998009","74021","10432528","1"
"2026-05-08T06:24:13.605Z","","","Included","claude-opus-4-7-thinking-xhigh","No","2327","7","372225","246","374805","1"
"2026-05-08T06:19:11.522Z","","","Included","claude-opus-4-7-thinking-xhigh","No","185084","23","2187471","15534","2388112","1"
"2026-05-08T05:51:56.790Z","","","Included","claude-opus-4-7-thinking-max","No","709629","96","15323498","56829","16090052","1"
"2026-05-08T05:46:49.425Z","","","Included","claude-opus-4-7-thinking-max","No","113242","7","111162","548","224959","1"
"2026-05-08T05:19:40.961Z","","","Included","claude-opus-4-7-thinking-max","No","3690","7","212897","2092","218686","1"
"2026-05-08T03:42:45.147Z","","","Included","claude-opus-4-7-thinking-max","No","1011873","461830","57981549","231572","59686824","1"
"2026-05-08T03:29:21.190Z","","","Included","claude-opus-4-7-thinking-xhigh","No","488232","34","5885207","42858","6416331","1"
"2026-05-08T03:23:39.775Z","","","Included","claude-opus-4-7-thinking-max","No","571174","119533","10207821","48455","10946983","1"
"2026-05-08T02:49:42.091Z","","","Included","claude-opus-4-7-thinking-max","No","255651","102","15404930","64904","15725587","1"
"2026-05-07T10:15:29.832Z","","","Included","claude-opus-4-7-thinking-max","No","4343","8","331608","1663","337622","1"
"2026-05-07T10:06:55.131Z","","","Included","claude-opus-4-7-thinking-max","No","15370","25","2520214","8342","2543951","1"
"2026-05-07T10:06:30.214Z","","","Included","claude-opus-4-7-thinking-max","No","2519","8","660011","1412","663950","1"
"2026-05-07T09:04:45.007Z","","","Included","claude-opus-4-7-thinking-max","No","224998","173619","23231737","129574","23759928","1"
"2026-05-07T08:51:13.284Z","","","Included","claude-opus-4-7-thinking-max","No","586975","312288","41773753","240993","42914009","1"
"2026-05-07T08:31:10.089Z","","","Included","claude-opus-4-7-thinking-xhigh","No","2842","6","183117","82","186047","1"
"2026-05-07T08:10:19.096Z","","","Included","claude-opus-4-7-thinking-max","No","718689","127657","20863798","98880","21809024","1"
"2026-05-07T08:07:12.213Z","","","Included","claude-opus-4-7-thinking-xhigh","No","73855","75","10957359","29608","11060897","1"
"2026-05-07T07:40:07.144Z","","","Included","claude-opus-4-7-thinking-xhigh","No","471","6","156348","212","157037","1"
"2026-05-07T06:53:02.668Z","","","Included","claude-opus-4-7-thinking-xhigh","No","472128","71604","27283197","147180","27974109","1"
"2026-05-07T06:49:18.743Z","","","Included","claude-opus-4-7-thinking-xhigh","No","365548","300641","51010013","190317","51866519","1"
"2026-05-07T06:20:21.594Z","","","Included","claude-opus-4-7-thinking-xhigh","No","401026","153779","22187230","145155","22887190","1"
"2026-05-07T06:15:21.932Z","","","Included","claude-opus-4-7-thinking-xhigh","No","116780","177","31033252","56675","31206884","1"
"2026-05-07T05:54:54.054Z","","","Included","claude-opus-4-7-thinking-xhigh","No","245974","48","3654516","40316","3940854","1"
"2026-05-07T05:48:16.754Z","","","Included","claude-opus-4-7-thinking-xhigh","No","140378","158061","16038388","60432","16397259","1"
"2026-05-07T04:55:24.255Z","","","Included","claude-opus-4-7-thinking-xhigh","No","291537","134","21416623","83712","21792006","1"
"2026-05-07T03:54:40.767Z","","","Included","claude-opus-4-7-thinking-xhigh","No","335689","81521","35169307","121620","35708137","1"
"2026-05-07T03:01:10.882Z","","","Included","claude-opus-4-7-thinking-xhigh","No","283898","81","8281538","59983","8625500","1"
"2026-05-06T09:24:57.119Z","","","Included","claude-opus-4-7-thinking-xhigh","No","1597243","416395","31695753","253083","33962474","1"
"2026-05-06T09:05:33.732Z","","","Included","claude-opus-4-7-thinking-xhigh","No","100637","25","1260967","26371","1388000","1"
"2026-05-06T09:03:58.206Z","","","Included","claude-opus-4-7-thinking-xhigh","No","213704","66467","14558584","49114","14887869","1"
"2026-05-06T08:49:49.960Z","","","Included","claude-opus-4-7-thinking-xhigh","No","207722","45","7215655","28801","7452223","1"
"2026-05-06T08:12:57.042Z","","","Included","claude-opus-4-7-thinking-xhigh","No","259096","72","7821029","52777","8132974","1"
"2026-05-06T08:12:22.341Z","","","Included","claude-opus-4-7-thinking-xhigh","No","0","120319","0","5963","126282","1"
"2026-05-06T08:04:16.079Z","","","Included","claude-opus-4-7-thinking-xhigh","No","613","1","207856","50","208520","1"
"2026-05-06T07:27:44.099Z","","","Included","claude-opus-4-7-thinking-xhigh","No","209136","157366","17274292","93338","17734132","1"
"2026-05-06T06:37:55.116Z","","","Included","claude-opus-4-7-thinking-xhigh","No","950717","217906","50184393","186278","51539294","1"
"2026-05-06T06:09:05.365Z","","","Included","claude-opus-4-7-thinking-xhigh","No","205012","27","1378210","28199","1611448","1"
"2026-05-06T05:41:19.657Z","","","Included","claude-opus-4-7-thinking-xhigh","No","515373","54821","7948082","46137","8564413","1"
"2026-05-06T03:41:57.574Z","","","Included","claude-opus-4-7-thinking-xhigh","No","891601","126","21064973","92549","22049249","1"
"2026-05-06T03:26:00.157Z","","","Included","claude-opus-4-7-thinking-xhigh","No","175982","37","1804119","17425","1997563","1"
"2026-04-29T08:30:43.110Z","","","Included","claude-opus-4-7-thinking-xhigh","No","520499","158912","32096627","129349","32905387","1"
"2026-04-29T08:28:27.658Z","","","Included","claude-opus-4-7-thinking-xhigh","No","9440","5","1085472","2720","1097637","1"
"2026-04-29T05:52:58.246Z","","","Included","claude-opus-4-7-thinking-xhigh","No","789117","168643","30872640","125295","31955695","1"
"2026-04-29T05:35:01.222Z","","","Included","claude-opus-4-7-thinking-xhigh","No","26982","13","1899344","26775","1953114","1"
"2026-04-29T03:11:32.284Z","","","Included","claude-opus-4-7-thinking-xhigh","No","1133070","400260","48000963","288981","49823274","1"
"2026-04-29T03:08:06.609Z","","","Included","claude-opus-4-7-thinking-xhigh","No","145849","6","0","5792","151647","1"
"2026-04-29T02:38:17.845Z","","","Included","claude-opus-4-7-thinking-xhigh","No","201206","2","199675","1988","402871","1"
"2026-04-29T02:27:29.126Z","","","Included","claude-opus-4-7-thinking-xhigh","No","257587","21","1319532","40044","1617184","1"
"2026-04-29T01:50:11.289Z","","","Included","claude-opus-4-7-thinking-xhigh","No","195381","38","3089886","31351","3316656","1"
"2026-04-28T09:57:28.923Z","","","Included","claude-opus-4-7-thinking-xhigh","No","200481","8","396573","1046","598108","1"
"2026-04-28T09:30:53.499Z","","","Included","claude-opus-4-7-thinking-xhigh","No","117245","110","15339833","35363","15492551","1"
"2026-04-28T07:37:05.330Z","","","Included","claude-opus-4-7-thinking-xhigh","No","809419","327368","61738552","173643","63048982","1"
"2026-04-28T05:25:02.306Z","","","Included","claude-opus-4-7-thinking-xhigh","No","656759","500957","75354181","269115","76781012","1"
"2026-04-28T04:36:59.914Z","","","Included","claude-opus-4-7-thinking-xhigh","No","2092402","178401","7554492","86698","9911993","1"
"2026-04-28T04:19:24.196Z","","","Included","claude-opus-4-7-thinking-xhigh","No","481151","41892","44008221","159599","44690863","1"
"2026-04-28T04:13:35.869Z","","","Included","claude-opus-4-7-thinking-xhigh","No","592881","3","0","17365","610249","1"
"2026-04-28T03:57:26.665Z","","","Included","claude-opus-4-7-thinking-xhigh","No","96609","39","2340027","21933","2458608","1"
"2026-04-28T02:59:23.434Z","","","Included","claude-opus-4-7-thinking-xhigh","No","818672","184124","3579204","64999","4646999","1"
"2026-04-28T01:21:48.780Z","","","Included","claude-opus-4-7-thinking-xhigh","No","761734","161785","53284975","227116","54435610","1"
"2026-04-27T09:49:00.442Z","","","Included","claude-opus-4-7-thinking-xhigh","No","309359","115198","5883173","66904","6374634","1"
"2026-04-27T06:53:49.836Z","","","Included","claude-opus-4-7-thinking-xhigh","No","1262055","659013","57856609","395341","60173018","1"
"2026-04-27T06:46:26.252Z","","","Included","claude-opus-4-7-thinking-xhigh","No","56506","23","3234321","10580","3301430","1"
"2026-04-27T06:28:20.783Z","","","Included","claude-opus-4-7-thinking-xhigh","No","111027","47","3502963","18826","3632863","1"
"2026-04-27T06:12:34.535Z","","","Included","claude-opus-4-7-thinking-xhigh","No","290156","106612","2559028","81097","3036893","1"
"2026-04-27T05:58:29.867Z","","","Included","claude-opus-4-7-thinking-xhigh","No","241101","104046","9093004","46137","9484288","1"
"2026-04-27T05:53:44.150Z","","","Included","claude-opus-4-7-thinking-xhigh","No","46292","11","1400480","42395","1489178","1"
"2026-04-27T05:36:21.867Z","","","Included","claude-opus-4-7-thinking-xhigh","No","273218","115505","5148129","42412","5579264","1"
"2026-04-27T05:31:52.281Z","","","Included","claude-opus-4-7-thinking-xhigh","No","112694","78","5297704","31838","5442314","1"
"2026-04-27T04:17:39.981Z","","","Included","claude-opus-4-7-thinking-xhigh","No","230484","21","2130236","21898","2382639","1"
"2026-04-27T03:37:20.449Z","","","Included","claude-opus-4-7-thinking-xhigh","No","814250","217105","14574164","158027","15763546","1"
"2026-04-27T03:27:34.083Z","","","Included","claude-opus-4-7-thinking-xhigh","No","254511","97186","5596725","67897","6016319","1"
"2026-04-27T03:06:46.592Z","","","Included","claude-opus-4-7-thinking-xhigh","No","217187","47","3328442","31212","3576888","1"
"2026-04-27T03:02:11.679Z","","","Included","claude-opus-4-7-thinking-xhigh","No","345670","123546","5401908","86969","5958093","1"
"2026-04-26T13:09:48.281Z","","","Included","claude-opus-4-7-thinking-xhigh","No","54584","48","2012334","14459","2081425","1"
"2026-04-25T06:29:32.889Z","","","Included","claude-opus-4-7-thinking-xhigh","No","25752","6","0","58","25816","1"
"2026-04-25T06:24:04.175Z","","","Included","claude-opus-4-7-thinking-xhigh","No","25626","6","0","17","25649","1"
"2026-04-25T06:22:53.362Z","","","Included","gpt-5.5-medium","No","0","8458","6656","139","15253","2"
"2026-04-24T05:53:17.228Z","","","Included","claude-4.6-opus-max-thinking","No","545906","437987","40646574","185736","41816203","2"
"2026-04-24T05:25:09.925Z","","","Included","claude-4.6-opus-max-thinking","No","251812","138631","7739194","72361","8201998","2"
"2026-04-24T05:19:27.009Z","","","Included","claude-4.6-opus-max-thinking","No","5347","3","472402","4992","482744","2"
"2026-04-24T04:42:00.682Z","","","Included","claude-4.6-opus-max-thinking","No","319205","148435","9577603","98999","10144242","2"
"2026-04-23T09:46:19.032Z","","","Included","claude-4.6-opus-max-thinking","No","308982","45202","6204613","19714","6578511","2"
"2026-04-23T09:23:35.919Z","","","Included","claude-4.6-opus-max-thinking","No","161763","52","5848004","49940","6059759","2"
"2026-04-23T08:56:45.716Z","","","Included","claude-4.6-opus-max-thinking","No","207721","2943","818625","18325","1047614","2"
"2026-04-23T08:19:53.293Z","","","Included","gpt-5.3-codex-xhigh-fast","No","0","198269","2118278","13706","2330253","2"
"2026-04-23T08:04:07.805Z","","","Included","gpt-5.3-codex-xhigh-fast","No","0","125461","1558400","14994","1698855","2"
"2026-04-22T09:10:37.765Z","","","Included","claude-4.6-opus-max-thinking","No","0","5351","2825","1794","9970","2"
"2026-04-22T08:47:18.385Z","","","Included","claude-4.6-opus-max-thinking","No","164735","5356","660252","1509","831852","2"
"2026-04-22T08:22:19.187Z","","","Included","claude-4.6-opus-max-thinking","No","163263","37","4895104","19849","5078253","2"
"2026-04-22T07:15:04.819Z","","","Included","claude-4.6-opus-max-thinking","No","280442","150654","11427434","80655","11939185","2"
"2026-04-22T03:16:01.677Z","","","Included","claude-4.6-opus-max-thinking","No","408068","264116","18776645","104309","19553138","2"
"2026-04-22T01:54:43.718Z","","","Included","claude-4.6-opus-max-thinking","No","135848","2370","1320596","20721","1479535","2"
"2026-04-21T04:06:40.919Z","","","Included","claude-4.6-opus-max-thinking","No","0","202","8520","813","9535","2"
"2026-04-21T04:01:00.395Z","","","Included","claude-4.6-opus-max-thinking","No","0","5865","2843","778","9486","2"
"2026-04-21T03:47:28.231Z","","","Included","claude-4.6-opus-max-thinking","No","145610","5910","4416235","20912","4588667","2"
"2026-04-21T02:52:00.159Z","","","Included","claude-4.6-opus-high-thinking","No","356176","158109","12431197","185203","13130685","2"
"2026-04-21T02:33:49.757Z","","","Included","claude-4.6-opus-high-thinking","No","332354","149181","2522908","56135","3060578","2"
"2026-04-20T08:38:30.265Z","","","Included","claude-4.6-opus-max-thinking","No","159717","6845","11906732","63504","12136798","2"
"2026-04-17T09:45:43.313Z","","","Included","composer-2-fast","Yes","0","0","0","0","0","0"
"2026-04-17T08:03:01.668Z","","","Included","claude-4.6-opus-max-thinking","No","90982","131006","5766708","38774","6027470","2"
"2026-04-17T06:57:57.189Z","","","Included","claude-4.6-opus-max-thinking","No","1002012","271043","38075442","142729","39491226","2"
"2026-04-17T03:17:03.998Z","","","Included","claude-4.6-opus-max-thinking","No","66823","1","0","238","67062","2"
"2026-04-17T03:16:49.885Z","","","Included","claude-4.6-opus-max-thinking","No","","","","","","Free"
"2026-04-17T02:16:15.472Z","","","Included","claude-4.6-opus-max-thinking","No","394507","178332","12453673","117340","13143852","2"
"2026-04-17T02:09:16.163Z","","","Included","claude-4.6-opus-max-thinking","No","55964","1436","293406","8672","359478","2"
"2026-04-16T09:38:25.748Z","","","Included","claude-4.6-opus-max-thinking","No","0","15187","2955","807","18949","2"
"2026-04-16T08:44:02.430Z","","","Included","claude-4.6-opus-max-thinking","No","37584","15253","10735750","25084","10813671","2"
"2026-04-16T08:38:47.138Z","","","Included","claude-4.6-opus-max-thinking","No","17605","24","3268391","10129","3296149","2"
"2026-04-16T08:10:33.096Z","","","Included","claude-4.6-opus-max-thinking","No","127051","88","8700795","30365","8858299","2"
"2026-04-16T06:17:35.252Z","","","Included","claude-4.6-opus-max-thinking","No","733614","528441","50192898","256149","51711102","2"
"2026-04-16T05:31:53.808Z","","","Included","claude-4.6-opus-max-thinking","No","357190","7181","5997396","69491","6431258","2"
"2026-04-15T09:56:56.958Z","","","Included","gemini-3.1-pro","No","0","851957","384336","650","1236943","1"
"2026-04-15T08:57:25.939Z","","","Included","gemini-3.1-pro","No","0","1487382","9314119","44926","10846427","1"
"2026-04-15T03:03:00.528Z","","","Included","claude-4.6-opus-high-thinking","No","176313","153309","10241249","87650","10658521","2"
"2026-04-15T02:51:14.652Z","","","Included","claude-4.6-opus-max-thinking","No","55709","1696","2638","998","61041","2"
"2026-04-15T02:47:00.147Z","","","Included","claude-4.6-opus-high-thinking","No","78322","27","1428475","9510","1516334","2"
"2026-04-15T01:25:16.195Z","","","Included","claude-4.6-opus-max-thinking","No","306153","314458","27608858","147293","28376762","2"
"2026-04-15T01:19:20.708Z","","","Included","claude-4.6-opus-max-thinking","No","86616","27","1435041","12689","1534373","2"
"2026-04-14T09:42:54.762Z","","","Included","claude-4.6-opus-max-thinking","No","129361","3","258143","474","387981","2"
"2026-04-14T09:16:05.726Z","","","Included","claude-4.6-opus-max-thinking","No","128372","12","1385508","4541","1518433","2"
"2026-04-14T09:00:25.369Z","","","Included","claude-4.6-opus-max-thinking","No","18780","19","2147465","17208","2183472","2"
"2026-04-14T08:58:56.934Z","","","Included","claude-4.6-opus-max-thinking","No","2062","3","306874","2441","311380","2"
"2026-04-14T08:57:37.535Z","","","Included","claude-4.6-opus-max-thinking","No","3474","2","197145","1544","202165","2"
"2026-04-14T08:55:10.834Z","","","Included","claude-4.6-opus-max-thinking","No","","","","","","Free"
"2026-04-14T08:51:12.720Z","","","Included","claude-4.6-opus-max-thinking","No","98235","4","290975","2409","391623","2"
"2026-04-14T08:47:54.665Z","","","Included","claude-4.6-opus-max-thinking","No","","","","","","Free"
"2026-04-14T08:12:17.961Z","","","Included","claude-4.6-opus-max-thinking","No","141290","150731","11932140","70369","12294530","2"
"2026-04-14T07:06:56.635Z","","","Included","claude-4.6-opus-max-thinking","No","471411","192773","23623673","127282","24415139","2"
"2026-04-14T03:24:19.412Z","","","Included","claude-4.6-opus-max-thinking","No","329557","143165","14811778","92437","15376937","2"
"2026-04-14T03:05:50.701Z","","","Included","claude-4.6-opus-max-thinking","No","149818","156234","930801","8164","1245017","2"
"2026-04-14T02:27:23.938Z","","","Included","claude-4.6-opus-max-thinking","No","282328","121877","8796630","25599","9226434","2"
"2026-04-13T10:04:05.123Z","","","Included","claude-4.6-opus-max-thinking","No","331","91","199643","570","200635","2"
"2026-04-13T09:55:27.044Z","","","Included","claude-4.6-opus-max-thinking","No","12264","26","2393057","8488","2413835","2"
"2026-04-13T09:12:36.352Z","","","Included","claude-4.6-opus-max-thinking","No","459672","214847","9650770","71782","10397071","2"
"2026-04-13T07:49:59.803Z","","","Included","claude-4.6-opus-max-thinking","No","606871","500425","17160833","174096","18442225","2"
"2026-04-13T07:26:17.273Z","","","Included","claude-4.6-opus-max-thinking","No","123783","106221","9031378","52050","9313432","2"
"2026-04-13T07:21:57.445Z","","","Included","claude-4.6-opus-max-thinking","No","158396","2314","3382840","6791","3550341","2"
"2026-04-13T07:20:37.231Z","","","Included","claude-4.6-opus-max-thinking","No","0","3529","2759","677","6965","2"
"2026-04-13T06:59:30.500Z","","","Included","claude-4.6-opus-max-thinking","No","0","3529","2759","1112","7400","2"
"2026-04-13T05:43:36.285Z","","","Included","claude-4.6-opus-max-thinking","No","706486","2301839","17613679","224099","20846103","2"
"2026-04-13T05:43:08.879Z","","","Included","claude-4.6-opus-max-thinking","No","908999","420046","25892174","175124","27396343","2"
"2026-04-13T03:17:01.683Z","","","Included","claude-4.6-opus-max-thinking","No","162325","12","1350751","4520","1517608","2"
"2026-04-13T02:53:44.157Z","","","Included","claude-4.6-opus-max-thinking","No","213772","157780","9697997","67427","10136976","2"
